Company,Address,TIF District,Completion Date,Actual Costs,Actual Grant,Work Items
Dong Won Herbs,4149 W. Lawrence Ave.,Lawrence/Pulaski,02/24/2014,$134100.00,$100000.00,"complete façade renovation and interior renovation: new bricks, windows, new storefront, and replace the entry doors; carpentry, framing, drywall, doors, flooring, bathrooms, ceiling, painting, plumbing, HVAC, lighting, and electrical work"
"DKMS, LLC dba The Dawson",730 W. Grand Ave. ,River West,02/28/2014,$2030600.48,$100000.00,"renovations for the rehabilitation of the existing building only, including: concrete work, structural steel, masonry and tuckpointing, new building systems (HVAC and exhaust system, rough and finish electrical and light fixtures, rough and finish plumbing), rough and finish carpentry and framing, flooring including hardwood and tiling, windows and doors, interior and exterior stucco, painting and finishing work"
"Ork, Inc. dba Ork Posters",1761 W. Berteau Ave.,Ravenswood,02/28/2014,$19782.85,$14837.14,"installation of an exterior light, interior lighting, flooring, new sliding door system, construction of knee wall, electrical upgrades and plumbing fixtures"
Patrick Mechanical Inc. ,5825-29 W. Irving Park Rd. ,West Irving Park,03/11/2014,$56265.00,$42169.88,"parking lot paving, replace sidewalk, install catch basin, roofing, flashing, gutters, and downspouts"
"Begyle Brewing, LLC",1800 W. Cuyler #1E,Ravenswood,03/18/2014,$191225.96,$81548.04,"concrete work, epoxy flooring, drywall, rough and finish electrical, rough and finish plumbing including drainage systems, installation of HVAC rooftop units and associated roofing repairs, HVAC ductwork, front entry overhead door for shipping and receiving and new windows"
"P.S. Greetings, Inc.",5730 N. Tripp,Peterson/Pulaski,03/18/2014,$320170.00,$150000.00,"replacement of an 120,000 SF industrial roof including repairs to the decking where needed, and installation of new TPO system with new flashings"
WW Engineering LLC,4321 W. 32nd St.,Little Village,03/18/2014,$194423.00,$97211.50,"new roofing system, gutters, and associated masonry work"
Redmoon Theater,2120 S. Jefferson St.,Pilsen ,03/21/2014,$321454.58,$100000.00,"electrical service upgrades with additions of 400 amp and 200 amp service panels for lighting and sound capability, excavation work for plumbing and sewer lines, installation of rough plumbing, sewer main and floor drains for new restrooms, and permit fees"
Fletcher Laundry ,860 E. 63rd St.,Woodlawn,03/25/2014,$134075.00,$100000.00,"complete tear off and installation of new roofing, ceiling repairs, flooring and tiling, wall treatment and drywall repairs, electrical and light fixtures, plumbing, HVAC, tuckpointing, framing and installation of laundry island stations (fixtures), painting and finishing"
Rico Music & Dance Studio & Disability Consultants,4823 W Irving Park Rd,Portage Park,03/26/2014,$29339.97,$22004.98,"roofing repairs, replacement of old cedar with slate tile on the building’s fascia, replacement of exterior stairwell and railing going from ground floor to basement level, replacement of wooden exterior door with new glass door and aluminum frame, new exterior porcelain tiling, and electrical service upgrades"
Beverly Arts Center,2407 W. 111th St. ,Western/Rock Island,03/27/2014,$23478.80,$5869.70,"windows, carpet replacement, and electrical repairs to septic pump"
"Beechtree, Inc. dba All Day Montessori",1819 W. 99th St. ,Western/Rock Island,03/28/2014,$157159.00,$100000.00,"roofing, gutters, skylights, masonry repairs, windows/storefront renovations, plumbing, bathrooms, electrical, drywall, painting, parking lot improvements, wrought iron fence repair"
"Atomic Imaging/Adama, LLC/Golan Productions",1501 N Magnolia ,North Branch South,04/03/2014,$84995.00,$42497.50,"HVAC, Roofing, and solar panels "
Roberts Touch B and Y Salon,1606 S. Pulaski Rd. ,Midwest,04/03/2014,$29500.00,$22125.00,"roofing, decking, doors, windows, drywall, and plumbing"
"S.W. Crew, Inc. dba Crew Bar + Grill",4804 N. Broadway,Lawrence/Broadway,04/03/2014,$84891.88,$50000.00,"new storefront system (includes demolition of existing storefront, framing of new opening, steel panels, and aluminum storefront with glass), HVAC and associated ductwork, new linoleum flooring, move server station to area adjacent to kitchen, install hand sink, wall framing, demolition of existing server station, and wall opening for new entry to bathrooms, architectural expenses, and engineering expenses"
ABC Business Forms,5654 N. Elston Ave.,Elston Armstrong,04/04/2014,$5961.50,$2482.56,"a lighting retrofit for the office and warehouse, improving the facility’s energy efficiency, increasing the lifespan of the bulbs and fixtures, and improving brightness in the workplace"
"Caseline, Inc.",1900 S. Western Ave.,Western/Ogden,04/04/2014,$144391.48,$72195.74,"demolition; framing; drywall; insulation; ceilings; doors, frames, hardware; bathroom renovations; counters; painting; cut brick openings with lintels; plumbing; plumbing fixtures; electrical associated with interior renovations; exhaust piping; flooring; roofing work; electrical service upgrades; masonry repairs; architectural services; materials expenses; permit expenses"
"Links Hall, Inc.",3111 N. Western Ave.,Addison South,04/04/2014,$72249.00,$54186.75,"putting in a new floor system for their main stage area including new sub-flooring, wood floors, and epoxy flooring, leveling work, painting and finishing, and masonry and carpentry work associated with putting in new windows in office area, plumbing work to one of the restrooms and mop sink, and soft costs including permit fees"
"Royal Industries, Inc.",4100 W. Victoria St.,Peterson/Pulaski,04/04/2014,$35890.00,$17945.00,retrofitting of office and warehouse lighting to new energy efficient standards
JJ Styles ,4716 N. Pulaski ,Lawrence/Pulaski,04/07/2014,$17430.00,$13072.50,roofing and masonry repairs
"Oak Street Health, LLC",4848 W. Irving Park Rd.,Portage Park,04/09/2014,$752628.25,$50000.00,"build-out for medical office functionality: structural design, demolition, mold remediation, concrete, rough carpentry, finish carpentry, doors, windows, drywall, tile work, acoustical ceilings, flooring, carpet/VCT/vinyl flooring, painting, toilet partitions, signage, bathroom fixtures, plumbing, HVAC, and electrical"
West Loop Eye Care,940 W. Adams,Central West,04/10/2014,$54035.00,$40526.25,"an office remodel including new carpentry, framing, and drywall, new window openings between office and waiting room, new carpeting and flooring, electrical work including new light fixtures, plumbing fixtures, painting and finishing"
"Gold Leaf Design Group, Inc. ",1300 S. Kostner Ave.,Roosevelt/Cicero,04/11/2014,$29473.60,$14736.80,"energy-efficient lighting retrofit, new exhaust fan in roof, EPAct engineering audit expenses"
Penthouse Hairstyling ,6029 W. Irving Park Rd. ,West Irving Park,04/11/2014,$120000.00,$90000.00,"storefront, framing, drywall, flooring, plumbing, electrical, HVAC. "
"Charter Steel Trading Co., Inc. ",1600 S. Kostner ,Roosevelt/Cicero,04/15/2014,$189763.00,$94881.50,"iron fencing, electrical upgrades, furnish and installation of three macroair fans, and concrete work"
"Evolution Fitness, LLC ",6122 N. Pulaski ,Peterson/Pulaski,04/15/2014,$70471.58,$50000.00,"windows, signage, floors, remove wall partitions, build open ceiling locker room and furnace room, sandblast and masonry work on interior brick walls, lighting, exhaust fans, emergency exit signs and lighting, smoke detectors, and painting"
"M. Henry, LLC",5707 N. Clark St.,Clark/Ridge,04/15/2014,$19836.92,$14877.69,"steel hood in bakery area; vinyl flooring in dining area, and epoxy flooring in kitchen area"
"Maracas, Inc.",4317 S. Cottage Grove Ave.,43rd/Cottage Grove,04/15/2014,$29500.00,$18665.47,"balance of the build-out of the commercial space for restaurant functionality: demolition, concrete floor, plumbing and plumbing fixtures (sinks, hot water heater), grease trap installation, electrical work, lighting, rough and finish carpentry (framing, drywall, doors, trimwork), ADA-required fixtures, painting and staining, bathrooms, tile flooring, and hardwood flooring; complete build-out for a kitchen (cast iron pipes, sinks, hot water tank, steel backdrop, kitchen hood), HVAC, ductwork, fire suppressant system"
Paket Corp.,9165 S. Harbor,South Chicago,04/16/2014,$104885.00,$52442.50,"leveling, smoothing, priming and re-paving of asphalt parking lot including striping and wheel stops"
"Denise Allen Robinson, Inc. DBA Neesh By D.A.R. 7 ",4510 N. Ravenswood ,Ravenswood,04/17/2014,$21629.00,$10814.50,lighting retrofit
ABC Dance Academy,4444-6 N. Milwaukee Ave.,Jefferson Park,04/17/2014,$18000.00,$13500.00,"framing, painting, partial electrical, rough plumbing, partial HVAC. "
"Edgewater Fitness Center, Inc.",1106 W. Bryn Mawr Ave.,Bryn Mawr Broadway,04/17/2014,$85000.00,$50000.00,build out of 1106 W. Bryn Mawr for gym functionality: demolition; carpentry (partition walls and openings and new doors); electrical labor and fixtures; plumbing labor and fixtures; new concrete; drywall; tile work; flooring; bathroom fixtures and accessories
Smith & Thomas Funeral Home,5838 W Division,Austin Commercial,04/18/2014,$21195.00,$10597.50,"installation of new carpeting, parking lot landscaping work including installation of bushes and trees"
Norwood Paper,7001 W. 60th St.,Harlem Industrial,04/24/2014,$33490.00,$16745.00,"installation of 9,000 SF of new TPO roof system with flashings for all vents, drains, AC units and replacement of four skylights"
Porchlight Music Theatre,4200 W. Diversey Ave.,Pulaski Industrial,04/24/2014,$10981.00,$8235.75,materials and installation for new hardwood flooring
"Indie, Inc. dba Indie Café",5951 N. Broadway,Hollywood/Sheridan,05/01/2014,$91046.47,$50000.00,"remodeling of an existing restaurant including rough and finish carpentry, flooring, plumbing work and fixtures, electrical work, new light fixtures, cabinetry, new storefront windows and entry door, signage, and architectural soft costs"
"OM Fine Linen, Inc. DBA Down Under",2554 W. Lawrence,Western Ave North,05/02/2014,$82375.78,$61781.84,"exterior renovations including masonry repairs (lintels) and tuckpointing, installation of a new aluminum storefront system with glass windows and doors; and interior renovations including concrete work, rough electrical, plumbing and HVAC ductwork, rough carpentry and framing, architectural fees and City of Chicago building permit fees"
2155 Hubbard Building Partnership,1428 W. 37th St.,35th/Halsted,05/06/2014,$274935.00,$137467.50,"steel roof canopy, concrete dock, permanent security items, exterior dock lights, ventilation and HVAC exhaust, exterior dock heat units, demolish and replace garage door, excavation, install water main, backfill and repair concrete, remove and replace control valve, supply and install double detector check valve assembly and install at new water service on south side of basement, install sprinkler main, fire and jockey pump work including all fittings, valves, and controllers, air compressor in boiler room, new sprinkler lines in basement and sprinklers in first floor offices, sprinklers in dock and overhead door areas, architectural, engineering, and surveying services for rear exterior roofed raised concrete and steel loading dock"
"Betty's Day Care Academy, Inc.",5719-25 W. Chicago Ave.,Austin Commercial,05/06/2014,$156571.39,$116250.00,"balance of complete rehab of 5719-23 W. Chicago Ave. for day care functions: demolition, concrete slab, masonry, tuckpointing, steel lintels and beams, walls, roofing, framing, doors, shelving, cabinets, countertops, insulation, flashing, gutters, downspouts, caulking, windows, ceilings, flooring, plumbing, HVAC, electrical, and lighting"
Jane Addams Resource Corporation ,4222 N. Ravenswood ,Ravenswood,05/06/2014,$59326.00,$37108.50,"walls, electrical, painting, HVAC, insulation, doors, ceiling, flooring"
Ossie C. Dockery Youth and Adult Center,6733 S. South Chicago Ave.,West Woodlawn,05/08/2014,$49422.60,$37066.95,"new drop ceilings, flooring, electrical system upgrades and light fixtures, HVAC improvements and ductwork, painting and finishing"
"Rudy's Cyclery, Inc. ",5711 W. Irving Park Rd. ,West Irving Park,05/08/2014,$1454.00,$1090.50,"plumbing, security camera"
"Asheli, LLC",7851 S. Constance Ave.,Avalon Park/South Shore,05/09/2014,$82500.00,$41250.00,"office build-out: framing and walls, HVAC, plumbing, electrical, insulation, drywall, carpentry, countertops, tile work, carpet, painting"
Penthouse Hairstyling ,6029 W. Irving Park Rd. ,West Irving Park,05/12/2014,$14791.00,$10000.00,"concrete slab, masonry, a new storefront, door, and windows. The interior renovations include framing, drywall, electrical, plumbing, new baths, flooring, ceiling, doors, HVAC, gas lines, and hot water heater. "
Sunshine Gospel Ministries,501 E. 61st St.,West Woodlawn,05/12/2014,$82519.98,$59631.00,"rough plumbing, masonry, carpentry, partial HVAC"
"Western Avenue Storage, LLC",2946 N. Western Ave.,Addison South,05/13/2014,$71204.58,$50000.00,materials and labor for the installation of174 new storage units including framing for a corridor partition system
"Motiv Personal Training, LLC",2550 W. Addison St.,Western Ave South,05/14/2014,$117112.80,$50000.00,"demolition, carpentry, masonry labor and materials for ground block wall, electrical, HVAC, plumbing, painting, sprinkler system, bathroom fixtures, suspended ceiling repairs and tile replacement, flooring (vinyl tile and carpet), and roofing"
Shan Food Corporation,5060 N. Sheridan Rd.,Hollywood/ Sheridan,05/14/2014,$90000.00,$50000.00,"demolition, frame new wall behind counter, frame out office area, erect new wall to increase area of kitchen, FRP panels, erect new wall in grocery area, new countertop, new doors, relocate entrance door, new doorway in kitchen, plumbing, electrical including light fixtures, HVAC, drywall, finish carpentry, new drop ceilings, painting, ceramic tile flooring, walk-in cooler and freezer, signage"
