X,Y,OBJECTID,PROGRAM_ID,AGENCY_ID,NAME,ADDRESS,ADDRESS2,ZIPCODE,AKA,PHONE,PHONE2,PHONE3,PHONE4,PHONE5,PHONE1_DESCRIPTION,PHONE2_DESCRIPTION,PHONE3_DESCRIPTION,PHONE4_DESCRIPTION,PHONE5_DESCRIPTION,FAX,WEB_URL,EMAIL,BUSINESS_HOURS,ELIGIBILITY,FEES,INTAKE,LANGUAGES,AREA_SERVED,DOCUMENTATION,DIRECTIONS,TRANSPORTATION,QUADRANT,PAYMENT_METHODS,VOLUNTEER_OPPORTUNITIES,SEASON_START_DATE,SEASON_END_DATE,WAIT_LIST_PERIOD,HANDICAP,PUBLIC_RECORD,SEARCHABLE_AREA,DIRECTOR,TITLE,WEB_WARD,DESCRIPTION,ADDRESS_ID,KEYWORD
-77.015654505443507,38.895453357962545,232,DCAP0331AA,DCAP0573,DCG - Office of Personnel - Judiciary Square,441 4TH STREET NW,Suite 340N,20002,"DHS, OP, DCOP",(202) 442-9700,(202) 442-9600,,,,Main Number,Office of the Director,,,,(202) 727-6542,http://dcop.dc.gov,,"8:15 am - 4:45 pm, Monday - Friday",,,,,,,,,NW,,,,,,,1,,Milou Carolan,Director,,"Provides job design, recruitment, applicant screening and listings of current job vacancies (vacancies also listed on-line).   Institutes and creates management programs to recruit, train, and retain employees for the DC Government.  Maintains the offici",285552,DC Government
-76.996916494787982,38.922067272626279,233,DCAP0330AE,DCAP0330,Lt. Joseph P. Kennedy Inst - Adult Continuing Education Program,680 RHODE ISLAND AVENUE NE,,20002,Kennedy Institute,(202) 529-0500,(202) 529-0500,,,,Main Number ext 706,Program Coordinator ext. 724,,,,(202) 529-8211,,KIEMPLOYMENT@KENNEDYINSTITUTE.ORG,"9:00 am - 5:00 pm, Monday - Friday","Ages 16 through 22, currently DCPS student enrolled in Special education",No Fee,Referral Required (from Rehabilitation Services Administration),,District of Columbia,"Psychological, Medical and Social Summary","Metro Rail Stop, Rhode Island Avenue; 1 block across street",,NE,"No Payment,",,,,,"Designated Parking, Indoor Wheelchair, Elevators or None Needed",1,,Rev. Dr. Richard C. Birkel,President/CEO,,Provides services to mentally retarded and developmentally disabled.,288849,Volunteer Opportunities
-77.028394496673485,38.940551074851079,234,DCAP0134AK,DCAP0134,Salvation Army - Turning Point Center,1246 TAYLOR STREET NW,,20011,Transitional Housing for Families Turning Point,(202) 250-7720,,,,,Intake Number,,,,,,http://www1.salvationarmy.org/uss/www_uss_natcaparea.nsf,,"8:30 am - 4:30 pm, Monday - Friday","Homeless mothers with children, must be employed or enrolled in school once in the program","Sliding Scale (once a client is employed, a program fee is assessed at no more that 30% of their income)",By Appointment,English,District of Columbia,None,Metro Rail Stop:  Georgia Avenue/Petworth (Green Line),,NW,,,,,,,1,,Pam Lieber,Program Director,,"Provides transitional housing for families in safe, furnished apartments while assisting them achieve the skills necessary to become self-sufficient.  Support services include case management, crisis intervention, individual and family counseling, advoca",224851,Housing*
-77.007799213761984,38.906980791591167,235,DCAP0349AK,DCAP0349,DCG - DOH - APRA - Shaw Abstinence Program,33 N STREET NE,2nd Floor,20001,,(202) 535-1808,,,,,Temporary number,,,,,(202) 724-1395,dchealth.com,,"Noon - 8:00 pm, Monday - Wednesday; 10:00 am - 6:00 pm, Thursday; 10:00 am - Noon, Saturday",alcohol and cocaine abusers,,,English,District of Columbia,,"Metro Rail Stop:  Mount Vernon (Orange and Yellow lines); Metro Bus Routes:  70, G5",,NW,,,,,,,1,,Ms. Chele Robinson,,,"Offers outpatient abstinence (primarily alcohol and cocaine).  Services include intensive individual and group counseling, health education groups, individual family and group counseling, vocational and remedial education, urine screening, psychiatric an",37300,Education-Remedial
-77.021914341502651,38.88633011026441,236,DCAP0366AU,DCAP0586,DCG - DPR - Hine Recreation Center,7TH STREET SW AND C STREET SW,,20003," DPR, DRP",(202) 727-5498,(202) 673-7647,,,,Main Number,General Customer Service Number,,,,(202) 576-8905,http://www.dpr.dc.gov,,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",,,,,,,,,SE,"Other,",,,,,,1,,Benjamin Cottey,Administrator,,"Offers a wide variety of recreation, leisure and educational programs.  Supports the DC Winter Games for Youth competing in basketball, bowling, soccer, track and field and volleyball.  ",14699,Leisure
-77.102352513981188,38.924427712099153,237,DCAP0366AW,DCAP0586,DCG - DPR - Palisades Community Center,DANA PLACE NW AND SHERIER PLACE NW,,20016,"    DPR, DRP",(202) 282-2186,(202) 673-7647,,,,Main Number,General Customer Service Number,,,,(202) 576-8905,http://www.dpr.dc.gov,,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",,,,,,,,,NW,"Other,",,,,,,1,,Benjamin Cottey,Administrator,,"Offers a wide variety of recreation, leisure and educational programs.  Activities include flag and tackle football, karate, Tai Chi, weightlifting, cheerleading and pom-pom and a Computer Learning Center.",16058,Leisure
-76.972181060872586,38.920704646231705,238,DCAP0349AM,DCAP0349,DCG - DOH - APRA - Aftercare Program,2146 24TH PLACE NE,,20018,Continuing Care Program,(202) 576-7334,,,,,Main Number,,,,,(202) 576-7888,http://dchealth.dc.gov,,"9:00 am - 5:30 pm,  Monday - Friday",Individuals who have completed APRA treatment programs,,,English,District of Columbia,,"Metro Rail Stop:  Union Station on Red Line; Metro Bus Route:  B2 at 24th Place site, P6 at First St site",,NE,,,,,,,1,,Debra Ford,Director,,"Provides accessible, supportive services to assist recovering alcohol, tobacco and other drugs (ATOD) users in maintaining their sobriety, building healthy lifestyles, developing economic stability, and decreasing the likelihood of relapse.  Includes pos",51191,Health-Referrals
-77.023648529669373,38.928402362513118,239,DCAP0366AX,DCAP0586,DCG - DPR - Bruce Monroe Recreation Center,725 COLUMBIA ROAD NW,,20001,"  DPR, DRP",(202) 576-6870,(202) 673-7647,,,,Main Number,General Customer Service Number,,,,(202) 576-8905,http://dpr.dc.gov,,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",,,,,,,,,NW,"Other,",,,,,,1,,Benjamin Cottey,Administrator,,"Offers a wide variety of recreation, leisure and educational programs.  Activities include art, cheerleading and pom-pom.																					",295831,Leisure
-77.040532244757614,38.919175096294893,240,DCAP0366AY,DCAP0586,DCG - DPR - Marie Reed Recreation Center,2200 CHAMPLAIN STREET NW,,20010,", DPR, DRP",(202) 673-7647,(202) 673-7647,,,,Main Number,General Customer Service Number,,,,(202) 576-8905,http://www.dpr.dc.gov,,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",,,,,,,,,NW,"Other,",,,,,,1,,Benjamin Cottey,Administrator,,"Offers a wide variety of recreation, leisure and educational programs.  Activities include swimming, basketball, cheerleading and pom-pom classes.  Supports the DC Winter Games for Youth competing in basketball, bowling, soccer, track and field and volle",235577,Leisure
-77.0724198982562,38.941234195420975,241,DCAP0366AZ,DCAP0586,DCG - DPR - Hearst Recreation Center,37TH STREET NW AND TILDEN STREET NW,,20008,"DPR, DRP",(202) 282-2207,(202) 673-7647,,,,Main Number,General Customer Service Number,,,,(202) 576-8905,http://www.dpr.dc.gov,,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",,,,,,,,,NW,"Other,",,,,,,1,,,,,"Offers a wide variety of recreation, leisure and educational programs.  Activities include soccer football and tennis. 																													",12734,Leisure
-77.066994544717801,38.93371153643529,242,DCAP0366BB,DCAP0586,DCG - DPR - Macomb Recreation Center,3409 MACOMB STREET NW,,20016," DPR, DRP",(202) 282-2199,(202) 673-7647,,,,Main Number,Customer Service Center,,,,(202) 576-8905,http://www.dpr.dc.gov,,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",,,,,,,,,NW,"Other,",,,,,,1,,Benjamin Cottey,Administrator,,"Offers a wide variety of recreation, leisure and educational programs.  Includes a basketball program.",221115,Recreation-Adult
-77.031093109905967,38.970276948864502,243,DCAP0366BC,DCAP0586,DCG - DPR - Fort Stevens Recreation Center,1327 VAN BUREN STREET NW,,20020,"DPR, DRP",(202) 576-6851,(202) 673-7647,,,,Main Number,General Customer Service Number,,,,(202) 576-8905,http://www.dpr.dc.gov,,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",,,,,,,,,NW,"Other,",,,,,,1,,Benjamin Cottey,Administrator,,"Offers a wide variety of recreation, leisure and educational programs.  									",290152,Leisure
-76.995942739161265,38.932648770167098,244,DCAP0349AN,DCAP0349,Mary E. Herring Safe House,700 MONROE STREET NE,,20002,,(202) 576-6637,,,,,Main Number,,,,,,,,Open 24 hours,Women with small children,,,English,District of Columbia,," Metro Rail Stop, Brookland stop on Red and Green lines; Metro Bus Route 80, G8, H2, H4, H8",,NE,,,,,,,1,,Mr. Michael Martin,Chief,,"Provides three to six month inpatient treatment Program for mothers with small children. Services include intensive substance abuse treatment services, case management, mental health services for both women and children, and child development screening a",300,Housing-Supervised Living
-77.022797228807605,38.975050343015432,245,DCAP0366BD,DCAP0586,DCG - DPR - Takoma School Recreation Center,7010 PINEY BRANCH ROAD NW,,20012," DPR, DRP",(202) 576-6382,(202) 673-7647,,,,Main Number,General Customer Service Number,,,,(202) 576-8905,http://www.dpr.dc.gov,,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",,,,,,,,,NW,"Other,",,,,,,1,,Benjamin Cottey,Administrator,,"Offers a wide variety of recreation, leisure and educational programs.  Supports the DC Winter Games for Youth competing in basketball, bowling, soccer, track and field and volleyball.  Other activities include football, golf and basketball. ",250934,Leisure
-77.009060577978701,38.879293381414762,246,DCAP0366BE,DCAP0586,DCG - DPR - Randall Recreation Center,SOUTH CAPITOL STREET BN AND I STREET SW,,20024,", DRP, DPR",(202) 727-5505,(202) 673-7647,,,,Main Number,General Customer Service Number,,,,(202) 576-8905,http://www.dpr.dc.gov,,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",,,,,,,,,SW,"Other,",,,,,,1,,,,,"Offers a wide variety of recreation, leisure and educational programs.  Also includes cheerleading and pom-pom classes and a Computer Learning Center. 																							",906,Leisure
-76.988867198416912,38.903665988903462,247,DCAP0366BF,DCAP0586,DCG - DPR - Wheatley Recreation Center,1200 MORSE STREET NE,,20002,"DPR, DRP",(202) 724-4876,(202) 673-7647,,,,Main Number,General Customer Service Number,,,,(202) 576-8905,http://www.dpr.dc.gov,,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",,,,,,,,,NE,"Other,",,,,,,1,,Benjamin Cottey,Administrator,,"Offers a wide variety of recreation, leisure and educational programs.  ",285910,Leisure
-76.994100176883251,38.862622267679328,248,DCAP0366BH,DCAP0586,DCG - DPR - Savoy Recreation Center,2440 SHANNON PLACE SE,,20020," DPR, DRP",(202) 645-3931,(202) 673-7647,,,,Main Number,General Customer Service Number,,,,(202) 576-8905,http://www.dpr.dc.gov,,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",,,,,,,,,SE,"Other,",,,,,,1,,Benjamin Cottey,Administrator,,"Offers a wide variety of recreation, leisure and educational programs.  Supports the DC Winter Games for Youth competing in basketball, bowling, soccer, track and field and volleyball.  Also offers a Computer Learning Center. ",295824,Leisure
-77.037623045224876,38.910032426792917,249,DCAP0366BI,DCAP0586,DCG - DPR - Stead Recreation Center,1625 P STREET NW,,20036,"DPR, DRP",(202) 673-4465,(202) 673-7647,,,,Main Number,General Customer Service Number,,,,(202) 576-8905,http://www.dpr.dc.gov,,"10:00 am - 4:00 pm, Monday - Friday (June 30 - July 8)",7 to 14 years inclusive,"Flat fee, $35/ Session",,,Ward 4,,,,NW,"Other,",,,,,,1,,Benjamin Cottey,Administrator,,"Encourages boys and girl of ages 7 through 14 to explore the fundamentals and techniques involved in cheerleading and pom pom routines.  It includes proper warm-up exercises, dance formations, cheers, mounts, jumps, and stunts.",295822,Camps
-76.972181060872586,38.920704646231705,250,DCAP0349AP,DCAP0349,New Risings Women's Center,2146 24TH PLACE NE,,20018,,(202) 541-3778,,,,,Main Number,,,,,(202) 576-4365,http://www.dchealth.com,,"8:15 am - 4:45 pm, Monday - Friday",Addicted women with children,,,English,District of Columbia,,"Metro Bus Route, B2",,NE,,,,,,,1,,Brenda Coleman,,,"Provides a nine-month Intensive Day Treatment for Addicted Women with  Children.  Services include
case management, substance abuse counseling and education, individual psychotherapy, parenting skills classes, relapse preventing, nutritional education, ",51191,Support Groups-12 Step
-77.000258738257429,38.916929232743911,251,DCAP0349AQ,DCAP0349,"DCG - DOH - APRA - RAP, Inc.",1949 4TH STREET NE,,20002,,(202) 462-7500,,,,,Main Number,,,,,(202) 462-7507,,,Open 24 hours,,,,English,District of Columbia,,"Metro Rail Stop, Rhode Island (Red Line); Metro Bus Route, P6",,NE,,,,,,,1,,Mr. Altyman Roberts,,,"Provides four month residential abstinence program with a focus on African-Americans, in several locations for non-heroin-using substance abusers, some who are HIV-positive, and some of whom are addicted mothers with children.  Services include medical, ",53357,Health Care
-77.034640120378398,38.928691760942392,252,DCAP0366BJ,DCAP0586,DCG - DPR - Lincoln Multicultural Center,HIATT PLACE NW AND IRVING STREET NW,,20010,", DRP, DPR",(202) 673-7601,(202) 673-7647,,,,Main Number,General Customer Service Number,,,,(202) 576-8905,http://www.dpr.dc.gov,,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",,,,,,,,,NW,"No Payment,",,,,,,1,,,,,"Offers a wide variety of recreation, leisure and educational programs.  Also offers a Computer Learning Center.																									   ",17764,Leisure
-77.007861686481547,38.914049454147921,253,DCAP0366BK,DCAP0586,DCG - DPR - Harry L. Thomas Community Center,1801 LINCOLN ROAD NE,,20010," DPR, DRP",(202) 576-5642,(202) 673-7647,,,,Main Number,General Customer Service Number,,,,(202) 576-8905,http://www.dpr.dc.gov,,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",,,,,,,,,NE,"No Payment,",,,,,,1,,Benjamin Cottey,Administrator,,"Offers a wide variety of recreation, leisure and educational programs.  Activities include flag football, aerobics, cheerleading and pom-pom, kick-boxing and the Jabbo Kenner Youth Football program.",296164,Leisure
-77.008448300969022,38.901026134471778,254,DCAP0349AS,DCAP0349,DCG - DOH - APRA (Addictions Prevention Recovery Administration),825 NORTH CAPITOL STREET NE,3rd Floor,20002,APRA,(202) 698-6080,(202) 727-1572,(202) 442-9152,(202) 727-0743,,Central Intake,Chief Administrative Officer,Administrative Number,Chief of Clinical Services,,(202) 442-4827,http://dchealth.dc.gov,,"8:15 am - 5:00 pm, Monday - Friday",,,,English,District of Columbia,,"Metro Bus Route:  P6, 80, 96; Metro Rail Stop:  Union Station on Red Line",,NE,,,,,,,1,,Robert L. Johnson,Senior Deputy Director,,"Dedicated to the prevention of substance abuse, while identifying, treating and rehabilitating people in the District of Columbia who have addictions to alcohol, tobacco and other drugs.  Ensures access to services, sets standards, and monitors the quali",289003,DC Government
-76.983103833841525,38.872596028056371,255,DCAP0367AA,DCAP0586,DCG - DPR - Anacostia Fitness Recreation Center,1800 ANACOSTIA DRIVE SE,,20019,"DPR, DRP",(202) 645-3940,(202) 673-7647,,,,Main Number,General Customer Service Number,,,,(202) 576-7546,http://www.dpr.dov,,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",,,,,,,,,SE,,,,,,,1,,Benjamin McCottry,Administrator,,"Offers a wide variety of recreation, leisure and educational programs.  Activities also include physical fitness classes and tennis. 																										",295129,Recreation-Facilities
