victim_age,victim_gender,victim_race,date_of_incident,city,state,zipcode,county,agency,cause_of_death,symptoms_of_mental_illness,unarmed,alleged_weapon,alleged_threat_level,fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Male,Black,4/23/15,Houston,TX,77033,Harris,Houston Police Department,Vehicle,No,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,White,4/23/15,Mt Vernon,OH,43050,Knox,Knox County Sheriff's Office,Physical restraint,Yes,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,Hispanic,4/23/15,Sylmar,CA,91342,Los Angeles,Los Angeles Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Male,White,4/23/15,Rufe,OK,74755,Choctaw,Choctaw County Sheriff's Office and Hugo Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Male,Hispanic,4/23/15,Long Beach,CA,90813,Los Angeles,Long Beach Police Department,Gunshot,No,Unarmed,none,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Male,Black,4/22/15,Portsmouth,VA,23707,Portsmouth City,Portsmouth Police Department,Gunshot,No,Unarmed,none,undetermined,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male,Hispanic,4/22/15,Delano,CA,91764,San Bernardino,California Department of Corrections and Rehabilitation,Gunshot,Drug or alcohol use,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,Asian,4/22/15,Boulder,CO,80303,Boulder,Boulder County Sheriff's Office,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Male,Hispanic,4/22/15,Bisbee,AZ,85603,Cochise,Bisbee Police Department,Gunshot,Yes,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Male,White,4/22/15,New York,NY,11432,Queens,New York Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Male,Black,4/22/15,Fort Worth,TX,76111,Tarrant,Fort Worth Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Male,Native American,4/21/15,Lakewood,WA,98499,Pierce,Lakewood Police Department,Gunshot,Yes,Unarmed,none,other,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Male,Hispanic,4/21/15,Los Angeles,CA,90031,Los Angeles,Los Angeles Police Department,Gunshot,Yes,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Male,Black,4/21/15,Union,NJ,07083,Union,New Jersey State Police,Gunshot,No,Vehicle,vehicle,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Male,Black,4/21/15,Beacon,NY,12508,Dutchess,New York Department of Corrections and Community Supervision,Physical restraint,Unknown ,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Male,White,4/21/15,Columbia,SC,29212,Lexington,Lexington County Sheriff's Office,Gunshot,Yes,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Male,White,4/21/15,Meridian,MS,39301,Lauderdale,Lauderdale County Sheriff's Office,Taser,Drug or alcohol use,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,Hispanic,4/20/15,Mission,TX,78574,Hidalgo,Hidalgo County Sheriff's Office,Gunshot,No,Allegedly Armed,gun,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Male,White,4/19/15,Wilmore,KY,40390,Jessamine,Wilmore Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,Black,4/19/15,San Antonio,TX,78247,Bexar,San Antonio Police Department,Taser,Drug or alcohol use,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Male,White,4/19/15,Sidney,NE,69162,Cheyenne,Sidney Police Department,Gunshot,No,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,Black,4/19/15,Baltimore,MD,21217,Baltimore City,Baltimore Police Department,Physical restraint,No,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Male,Hispanic,4/18/15,Phoenix,AZ,85006,Maricopa,Phoenix Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Male,White,4/18/15,Panama City,FL,32401,Bay,Panama City Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Male,Black,4/18/15,Columbia,TN,38401,Maury,Columbia Police Department,Physical restraint,Drug or alcohol use,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Male,Black,4/17/15,Jennings,MO,63136,St. Louis,St. Louis County Police Department,Gunshot,Yes,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Male,Black,4/17/15,Hagerstown,MD,21740,Washington,Hagerstown Police Department,Taser,Drug or alcohol use,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Male,Black,4/17/15,Chicago,IL,60649,Cook,Chicago Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Male,Hispanic,4/17/15,Hemet,CA,92544,Riverside,Riverside County Sheriff's Department and California Highway Patrol,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Male,Hispanic,4/16/15,Shafter,CA,92363,Kern,Shafter Police Department,Gunshot,No,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,White,4/16/15,Rockwood,MI,48173,Wayne,Gibraltar Police Department,Taser,No,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,Male,Black,4/16/15,Waldorf,MD,20601,Charles,Maryland State Troopers,Vehicle,No,Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Male,White,4/15/15,Carson City,CO,81212,Fremont,Carson City Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Male,Black,4/15/15,Milwaukee,WI,53216,Milwaukee,Milwaukee Police Department,Vehicle,No,Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Male,White,4/15/15,Columbia,MO,65201,Boone,Columbia Police Department and University of Missouri Police,Gunshot,No,Unarmed,toy,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Male,Black,4/15/15,Houston,TX,77015,Harris,Harris County Sheriff's Office,Gunshot,No,Unarmed,none,other,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Male,Hispanic,4/15/15,Pomona,CA,97166,San Bernardino,San Bernardino County Sheriff's Department,Gunshot,Yes,Unarmed,toy,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,White,4/15/15,Highland,CA,92346,San Bernardino,Highland Police Department,Physical restraint,Drug or alcohol use,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Male,Black,4/15/15,Miami,FL,33150,Miami-Dade,Miami-Dade Police Department,Gunshot,No,Allegedly Armed,gun,undetermined,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Male,Black,4/15/15,Spartanburg,SC,29306,Spartanburg,Spartanburg Police Department,Gunshot,No,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Male,White,4/14/15,Jonesboro,AR,72401,Craighead,Jonesboro Police Department,Gunshot,Yes,Allegedly Armed,machete,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,Black,4/14/15,Dallas,TX,75232,Dallas,DeSoto Police Department,Gunshot,No,Unclear,undetermined,undetermined,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Male,Black,4/14/15,Fallsburg,NY,12733,Sullivan,New York Department of Corrections and Community Supervision,Unknown,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,Hispanic,4/13/15,Houston,TX,77060,Harris,Houston Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male,Hispanic,4/13/15,Alton,IL,63121,St. Louis,Alton Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,White,4/12/15,Salemburg,NC,28385,Sampson,Sampson County Sheriff's Office,Gunshot,Yes,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Male,Black,4/12/15,Indianapolis,IN,46218,Marion,Indianapolis Metropolitan Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Male,White,4/12/15,Newalla,OK,74857,Oklahoma,Oklahoma City Police Department,Gunshot,Yes,Allegedly Armed,machete,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Male,White,4/11/15,Sand Springs,OK,74063,Tulsa,Sand Springs Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Male,White,4/10/15,Topeka,KS,66606,Shawnee,Topeka Police Department,Gunshot,No,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Male,Hispanic,4/10/15,Corning,CA,96021,Tehama,Tehama County Sheriff's Department,Gunshot,No,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Male,White,4/9/15,Kellyville,OK,74039,Creek,Creek County Sheriff's Department and Bristow Police Department,"Gunshot, Taser",No,Vehicle,vehicle,attack,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Male,Black,4/9/15,Monon,IN,47959,White,"Indiana State Police, Tippecanoe County Sheriff's Department",Gunshot,No,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Male,White,4/9/15,Navarre,FL,32566,Santa Rosa,Santa Rosa County Sheriff's Office,Gunshot,Unknown,Allegedly Armed,sword,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Male,White,4/9/15,Gettysburg,PA,17325,Adams,Pennsylvania State Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,White,4/9/15,Boiling Springs,SC,29316,Spartanburg,Spartanburg County Sheriff's Office,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,Asian,4/8/15,Sunnyvale,CA,94089,Santa Clara,Sunnyvale Police Department,Gunshot,Yes,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Male,Unknown race,4/8/15,Lake Isabella,CA,93240,Kern,Kern County Sheriff's Office,Taser,Unknown,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Male,White,4/8/15,San Antonio,TX,78218,Bexar,San Antonio Police Department,Gunshot,No,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,Hispanic,4/8/15,Los Angeles,CA,90033,Los Angeles,Los Angeles Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Male,Black,4/8/15,Valdosta,GA,31602,Lowndes,Lowndes County Sheriff's Office,Gunshot,No,Vehicle,vehicle,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,White,4/7/15,Shawnee,OK,74801,Pottawatomie,Pottawatomie County Sheriff's Office,Gunshot,Unknown,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Male,White,4/6/15,Indianapolis,IN,46221,Marion,Indianapolis Metropolitan Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Male,White,4/6/15,Rigby,ID,83442,Jefferson,Bonneville County,Gunshot,No,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,White,4/6/15,Ocala,FL,34482,Marion,Ocala Police Department,Gunshot,No,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,Native American,4/6/15,Tonasket,WA,98855,Okanogan,U.S. Forest Service,Taser,Drug or alcohol use,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,Black,4/6/15,Harvey,LA,70058,Jefferson,Jefferson Parish Sheriff's Office,Gunshot,Unknown,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Male,White,4/5/15,Phoenix,AZ,85308,Maricopa,Phoenix Police Department,Gunshot,Yes,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Male,White,4/5/15,Tehachapi,CA,93561,Kern,Tehachapi Police Department,Gunshot,Unknown,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Male,Black,4/4/15,Anaheim,CA,92865,orange,Anaheim Police Department,Gunshot,Unknown,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Male,Black,4/4/15,Zion,IL,60099,Lake,Zion Police Department,Gunshot,Unknown,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,White,4/4/15,Edgewood,NM,87015,Santa Fe,New Mexico State Police,Gunshot,Yes,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,White,4/4/15,Muskogee County,OK,74469,Muskogee,Warner Police Department,Taser,No,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Male,Black,4/4/15,North Charleston,SC,29406,Charleston,North Charleston Police Department,"Gunshot, Taser",No,Unarmed,none,other,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Male,White,4/3/15,Winchester,VA,22603,Frederick,Frederick County Sheriff's Office,Gunshot,No,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,Black,4/2/15,Rock Island,IL,61201,Rock Island,Rock Island Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Male,Black,4/2/15,Tulsa,OK,74115,Tulsa,Tulsa County Sheriff's Office,Gunshot,No,Unarmed,none,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Male,White,4/2/15,Metropolis,IL,62960,Massac,Metropolis Police Department,"Gunshot, Taser",Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male,White,4/2/15,Pineville,LA,71360,Rapides,Rapides Parish Sheriff's Office,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,Black,4/2/15,Albany,NY,12210,Albany,City of Albany Police Department,Taser,Yes,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Male,Black,4/1/15,Hawthorne,CA,90250,Los Angeles,Hawthorne Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Male,White,4/1/15,Hamilton Township,NJ,08619,Mercer,Hamilton Police Department,Gunshot,No,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Transgender,Black,3/31/15,Fort George Meade,MD,20755,Anne Arundel,National Security Administration Police Department,Gunshot,Unknown,Vehicle,vehicle,other,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Male,Black,3/31/15,Nashville,TN,37228,Davidson,Metropolitan Nashville Police Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Male,Black,3/31/15,Roswell,GA,30076,Fulton,Roswell Police Department,Vehicle,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Male,White,3/31/15,Tampa,FL,33618,Hillsborough,"U.S. Marshals Service, Tampa Police Department",Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Male,Hispanic,3/31/15,Baytown,TX,77520,Baytown,Baytown Police Department,Gunshot,Unknown,Unarmed,toy,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,Black,3/31/15,Vineland,NJ,08360,Cumberland,Vineland Police Department,Beaten,Unknown,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Male,White,3/30/15,Eugene,OR,97402,Lane,Eugene Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Male,Black,3/30/15,Culpeper,VA,22701,Culpeper,Culpeper Police Department,Taser,Unknown,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,White,3/30/15,Crown Point,IN,46307,Lake,Lake County Sheriff's Department,Physical restraint,Unknown,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Male,White,3/30/15,Boulder City,NV,89005,Clark,Boulder City Police Department,Gunshot,Unknown,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,White,3/29/15,Peebles,OH,45660,Pike,Pike County Sheriff's Office,Gunshot,No,Vehicle,vehicle,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Male,Black,3/29/15,Ceres,CA,95355,Stanislaus,Ceres Police Department,Gunshot,Unknown,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Male,Black,3/29/15,Elizabethtown,KY,42701,Hardin,Elizabethtown Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Male,Black,3/27/15,Boston,MA,02121,Suffolk,Boston Police Department,Gunshot,Unknown,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Male,White,3/27/15,Encinitas,CA,92024,San Diego,Encinitas Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Male,White,3/27/15,Fort Ashby,WV,26719,Mineral,West Virginia State Police Department,Gunshot,Unknown,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Male,Black,3/27/15,Birmingham,AL,35206,Jefferson,Birmingham Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Male,White,3/27/15,Webster,MA,01570,Worcester,Webster Police Department,Gunshot,Unknown,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Male,Hispanic,3/27/15,Bakersfield,CA,93305,Kern,Bakersfield Police Department,Gunshot,Unknown,Unarmed,toy,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Female,Black,3/27/15,Oxnard,CA,93036,Ventura,Oxnard Police Department,Gunshot,Unknown,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,Black,3/27/15,Fort Pierce,FL,34950,St. Lucie,Saint Lucie County Sheriff's Office,Gunshot,Unknown,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Male,Hispanic,3/26/15,Wilmington,CA,90744,Los Angeles,Los Angeles Police Department,Gunshot,Yes,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Female,White,3/26/15,Gardner,KS,66030,Johnson,Gardner Police Department,Gunshot,Unknown,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Male,Unknown race,3/26/15,Greenville,SC,29607,Greenville,Greenville Police Department,Vehicle,Unknown,Vehicle,passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male,Black,3/25/15,Johnsonville,SC,29555,Florence,Johnsonville Police Department; Florence County Sheriff's Office Florence County SWAT,Gunshot,Unknown,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Male,Black,3/25/15,Atlanta,GA,30339,Cobb,Cobb County Police Department,Gunshot,Unknown,Vehicle,undetermined,other,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,Hispanic,3/25/15,Los Angeles,CA,90044,Los Angeles,Los Angeles Police Department,Gunshot,Unknown,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Male,Black,3/24/15,Portsmouth,VA,23701,Norfolk,Virginia State Police,Gunshot,Yes,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Male,White,3/24/15,Glendale,AZ,85302,Mariopa,Glendale Police Department,"Gunshot, Taser",Unknown,Allegedly Armed,gun,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Male,White,3/24/15,Fond du Lac,WI,54937,Fond du Lac,Wisconsin State Police,Gunshot,Unknown,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Male,White,3/24/15,San Jose,CA,95111,Santa Clara,San Jose Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,Black,3/23/15,Santa Clara,CA,95050,Santa Clara,Santa Clara Police Department,Gunshot,Unknown,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,Male,White,3/23/15,Vancouver,WA,98660,Clark,Clark County Sheriff's Office,Physical restraint,Unknown,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Male,White,3/22/15,Vallejo,CA,94591,Solano,Vallejo Police Department,Gunshot,Yes,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Male,White,3/22/15,Tulsa,OK,74105,Tulsa,Tulsa Police Department,Vehicle,Unknown,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Male,White,3/22/15,Portland,OR,97233,Multnomah,Portland Police Bureau,"Gunshot, Taser",Yes,Allegedly Armed,knife,other,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Male,White,3/22/15,Williamsburg,KY,40769,Whitley,Kentucky State Police Department,Medical Emergency,Drug or alcohol use,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Male,Black,3/22/15,Islip,NY,11706,Suffolk,Suffolk County Police Department,"Gunshot, Taser",Unknown,Unarmed,undetermined,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Male,White,3/21/15,Harmony,IN,47853,Clay,Clay County Sheriff's Office,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Male,White,3/21/15,Cottonwood,AZ,86326,Yavapai,Cottonwood Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Male,Black,3/21/15,Palatka,FL,32177,Putnam,Putnam County Sheriff's Office,Vehicle,No,Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Male,White,3/21/15,Port Trevorton,PA,17864,Snyder,Pennsylvania State Police,Vehicle,No,Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Male,White,3/21/15,Clarendon,NY,14470,Orleans,Orleans County Sheriff's Office,Gunshot,Unknown,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Male,White,3/21/15,Columbus,OH,43202,Franklin,Columbus Division of Police,Gunshot,Unknown,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
