name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,hotline_prompt,hotline1,hotline2,website,dir_prefix,dir_first,dir_mi,dir_last,dir_suffix,dir_title,dir_phone,dir_fax,dir_email,mail_street1,mail_street2,mail_city,mail_state,mail_zip,mail_zip4,latitude,longitude,type_facility,last_update,saf,mhf,mhsaf,ghf,sa,dt,mm,mmw,dm,bum,bmw,db,rpn,bu,nxn,vtrl,meth,hh,noop,pain,nmoa,moa,ubn,otpa,otp,cbt,dbt,saca,trc,rebt,smon,smpd,smop,hi,res,op,rs,rl,rd,od,omb,odt,oit,ort,hid,hit,ct,gh,psyh,pvt,vamc,tbg,ih,stg,lccg,ddf,stag,stmh,stdh,hla,jc,carf,ncqa,coa,hfap,onat,np,sf,md,mc,si,pi,mi,ihs,atr,fsa,ss,pa,ah,sp,nx,fx,co,gl,vet,adm,mf,cj,se,ad,pw,wn,mn,hv,trma,xa,dv,tay,nsc,adtx,bdtx,cdtx,mdtx,odtx,tgd,tid,ico,gco,fco,mco,twfa,bia,cmi,moti,ang,mxm,crv,relp,bc,chld,yad,adlt,fem,male,bmo,mo,du,duo 
" Edwin V. Gumapas, M.D.",,44 North Virginia Street,Suite 2B,Crystal Lake,IL,60014,,McHenry County,(815)356-0475,,,,,,,,,Edwin,V.,Gumapas,M.D.,,(815)356-0475,(815)456-0796,,44 North Virginia Street,Suite 2B,Crystal Lake,IL,60014,,42.2413,-88.3411,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
State of Mind Mental Health,Consultations Services PC,400 East 41st Street,Suite 111,Chicago,IL,60653,,Cook,708-799-3802,,,,,,,http://www.stateofmindillinois.com,,Latanya,,McField,,Director,,,,,,,,,,41.8205293,-87.6160506,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,1,,,,,1,,1,1,1,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,1,,,,,,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,,,,,,,,,1,1,1,,1,1,1,1,1,,,1,,,1,1,1,1,,,1,
Jesse Brown VA Medical Center,Addiction Treatment Program (ATP),820 South Damen Avenue,,Chicago,IL,60612,,Cook,312-569-8387-59221,Intake,312-569-6297,,,,,,Dr,Rodney,,Eiger,,,,,,,,,,,,41.871214,-87.676456,SA,2/1/17 17:30,1,,,,1,1,,,,,,,,1,1,1,,,1,,,,,,,1,1,1,1,,,1,,,,1,,,,1,,,1,1,,,,1,,,1,,,,,,,,,,1,,,,,,,1,1,1,,1,1,,,1,,1,,,,,1,,1,,,,,,,,,,1,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,,1,1,1,1,,,1,
Jesse Brown VA Medical Center,SARRTP,820 South Damen Avenue,,Chicago,IL,60612,,Cook,312-569-8066-9221,Intake,312-569-6297,,,,,,Dr,Rodney,,Eiger,,,,,,,,,,,,41.871214,-87.676456,SA,2/1/17 17:30,1,,,,1,,,,,,,,,1,1,1,,,,1,,1,,,,1,1,1,1,1,,1,,,1,,1,1,,,,,,,,,,1,,,1,,,,,,,,,,1,1,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,,1,1,1,1,,,,
About Change Counseling,,118 Barrington Commons Court,Suite 207,Barrington,IL,60010,,Lake,847-209-6293,Intake,,847-668-8969,,,,,,David,,Ideran,,Director,,,,,,,,,,42.155349,-88.135052,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,1,,,1,,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,,1,1,1,,1,,1,,1,1,1,,,1,
Near North Health Service Inc,Louis Landau Health Center,800 North Kedzie Avenue,Suite 104,Chicago,IL,60651,,Cook,773-826-3450,Intake,,312-337-1073x4235,,,,http://www.nearnorthhealth.org,,Berneice,,Mills-Thomas,,Executive Director,,,,,,,,,,41.8960769,-87.707537,SA,2/1/17 17:30,,,,1,1,,,,,,,,,1,1,1,,,,,1,,,,,1,1,1,1,,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,1,,,,,,,,1,1,1,1,1,,1,1,1,1,,,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,,,,1,1,1,,,,1,,1,1,1,1,1,,,,
Youth Service Project Inc,,3942 West North Avenue,,Chicago,IL,60647,,Cook,773-772-6270,Intakes,773-772-6270-142,773-772-6270-0,,,,http://www.youthserviceproject.org,,,,,,,,,,,,,,,,41.910229,-87.72554,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,1,1,,1,,,,,1,,,,,1,,1,,,,,1,,,,,,,,,,,,1,1,1,,,1,1,1,1,,,1,,1,,1,1,1,,,,
"Dr. Bridget  Nord, M.D.",,1649 N. Pulaski Rd,,Chicago,IL,60639,,Cook County,(773)278-6868,,,,,,,,Dr.,Bridget,,Nord,M.D.,,(773)278-6868,(773)278-6922,,1649 N. Pulaski Rd,,Chicago,IL,60639,,41.9114,-87.7261,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Northwest Community Counseling Servs,,101 North Virginia Street,Suite 110,Crystal Lake,IL,60014,,McHenry,815-459-0499,Intake,,877-700-6109,,,,http://www.northwestcommunitycounseling.com,,Rick,,Atwater,MS LCPC,,,,,,,,,,,42.243968,-88.34165,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,1,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,1,1,1,1,1,1,1,1,,1,1,1,,1,,1,1,1,1,1,,,1,
"Dr. Juleigh  Nowinski Konchak, M.D.",,Cook County Health and Hospitals System,1900 West Polk Street,Chicago,IL,60612,,Cook County,(312)864-4409,,,,,,,,Dr.,Juleigh,,Nowinski Konchak,M.D.,,(312)864-4409,,,Cook County Health and Hospitals System,1900 West Polk Street,Chicago,IL,60612,,41.8719,-87.6743,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
" Jeffrey D. Watts, M.D.",,1900 West Polk Street,Office# 842,Chicago,IL,60612,,Cook County,(312)864-8005,,,,,,,,,Jeffrey,D.,Watts,M.D.,,(312)864-8005,(312)864-8014,,1900 West Polk Street,Office# 842,Chicago,IL,60612,,41.8719,-87.6743,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
" Scott Collins Sherman, ",,1900 W Polk,10th Floor,Chicago,IL,60612,,,3128640199,,,,,,,,,Scott,Collins,Sherman,,,3128640199,3128649656,,1900 W Polk,10th Floor,Chicago,IL,60612,,41.8719,-87.6743,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Avani J Sheth, M.D.",,1900 W. Polk St,Rm 901,Chicago,IL,60612,,Cook County,(734)417-9795,,,,,,,,Dr.,Avani,J,Sheth,M.D.,,(734)417-9795,,,1900 W. Polk St,Rm 901,Chicago,IL,60612,,41.8719,-87.6743,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
" Steven E. Aks, ",,1900 West Polk Street,10th Floor Department of Emergency Medicine,Chicago,IL,60612,,,312-846-0911,,,,,,,,,Steven,E.,Aks,,,312-846-0911,312-864-9468,,1900 West Polk Street,10th Floor Department of Emergency Medicine,Chicago,IL,60612,,41.8719,-87.6743,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. David John Konczal, M.D.",,912 S. Wood St.,Room 639,Chicago,IL,60612,,Cook County,(312)996-7718,,,,,,,,Dr.,David,John,Konczal,M.D.,,(312)996-7718,,,912 S. Wood St.,Room 639,Chicago,IL,60612,,41.87,-87.6718,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
" Virgilio  Arenas, ",,The Core Center,2020 West Harrison Street,Chicago,IL,60612,,Cook County,(312)572-4818,,,,,,,,,Virgilio,,Arenas,,,(312)572-4818,(312)572-4597,,The Core Center,2020 West Harrison Street,Chicago,IL,60612,,41.8745,-87.6772,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
" Pamela  Vergara-Rodriguez, M.D.",,2020 West Harrison Street,Suite 4-235,Chicago,IL,60612,,Cook County,(312)572-4753,,,,,,,,,Pamela,,Vergara-Rodriguez,M.D.,,(312)572-4753,(312)572-4597,,2020 West Harrison Street,Suite 4-235,Chicago,IL,60612,,41.8745,-87.6772,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cook County Health and Hospital System,Ruth M Rothstein Core Center,2020 West Harrison Street,,Chicago,IL,60612,,Cook,312-572-4820,Intakes,312-572-4500,312-572-4752,,,,http://www.cookcountyhhs.org,,Freddie,M,Shufford,,Executive Director,,,,,,,,,,41.874497,-87.6771834,SA,2/1/17 17:30,,,,,1,,,,,,,,,1,1,1,,,1,1,,,,,,1,1,1,1,,,1,,,,1,,,,,1,,1,1,,,,1,,,,,,,1,,1,,,,1,,,,,,,,1,1,,1,,,,1,,1,,1,,,1,,,,,,,,,1,1,,,,,,1,,,,,,,,1,1,1,1,,1,1,1,1,1,,1,,,1,1,1,1,,,,
Uptown DUI Services,,1525 East 53rd Street  ,Suite 411,Chicago,IL,60615,,Cook,312-451-5184,,,,,,,http://paul-f-jordan-uptownduiservices.branded.me,,Paul,,Jordan,,Owner,312-451-5184,,,17104 South California Avenue,,Hazel Crest,IL,60429,,41.7993598,-87.5881897,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,,,,,1,,,,,,,,1,,,1,,,1,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,1,,,,,,1,1,1,1,1,1,1,1,,1,1,1,,,1,,,,,,,,,,1,1,1,,1,1,1,1,1,1,,1,,,1,1,1,1,,,1,
Indiana Avenue DUI Service,,1525 East 53rd Street,Suite 614,Chicago,IL,60615,,Cook,(773) 684-8507,,,,,,,,,John,,Major,,Program Director,,,,,,,,,,41.79956927,-87.58803048,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,1,,1,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,1,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,1,1,,,1,,,1,1,1,1,,,1,
" Katrina Theresa Gordon, ",,3525 S Michigan Avenue,,Chicago,IL,60605,,,3129454010,,,,,,,,,Katrina,Theresa,Gordon,,,3129454010,3129454088,,3525 S Michigan Avenue,,Chicago,IL,60605,,41.8302,-87.6228,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
" Charles Edward Laurito, M.D.",,"University of Illinois, Dept of Anesthes",1740 West Taylor Avenue,Chicago,IL,60612,,Cook County,(312)996-4020,,,,,,,,,Charles,Edward,Laurito,M.D.,,(312)996-4020,(312)996-4019,,"University of Illinois, Dept of Anesthes",1740 West Taylor Avenue,Chicago,IL,60612,,41.8697,-87.6704,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Kathryn M Lee Noll, D.O.",,1901 West Harrison Avenue,,Chicago,IL,60612,,Cook County,(773)826-9600,,,,,,,,Dr.,Kathryn,M,Lee Noll,D.O.,,(773)826-9600,(773)826-9601,,1901 West Harrison Avenue,,Chicago,IL,60612,,41.8736,-87.6743,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Heather  Stanley-Christian, M.D.",,1901 West Harrison,,Chicago,IL,60612,,Cook County,(312)864-5904,,,,,,,,Dr.,Heather,,Stanley-Christian,M.D.,,(312)864-5904,,,1901 West Harrison,,Chicago,IL,60612,,41.8736,-87.6743,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Brian F. Lynch, M.D.",,3044 North Laramie,,Chicago,IL,60641,,Cook County,(773)202-7991,,,,,,,,Dr.,Brian,F.,Lynch,M.D.,,(773)202-7991,(773)252-8374,,3044 North Laramie,,Chicago,IL,60641,,41.9365,-87.757,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Anne Maxwell Seiden, M.D.",,5550 South Shore Drive,#909,Chicago,IL,60637,,Cook County,(773)505-1872,,,,,,,,Dr.,Anne,Maxwell,Seiden,M.D.,,(773)505-1872,(855)654-2348,,5550 South Shore Drive,#909,Chicago,IL,60637,,41.7946,-87.5811,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rosecrance Inc,Crystal Lake,422 Tracy Court,,Crystal Lake,IL,60014,,McHenry,815-391-1000,Intake,,888-928-5278,,,,http://www.rosecrance.org,,Chris, ,Gleason,,President/CEO,815-391-1000,,,1021 North Mulford,,Rockford,IL,61107,,42.2289833,-88.2976605,SA,2/1/17 17:30,,,1,,1,,,,,,,,1,1,1,1,,,,,,1,1,,,1,1,1,1,,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,1,,,1,,,,,,,1,1,1,,1,,,,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,,,
"Dr. Guru  Shankar, ",,861 North Coolidge Avenue,,Palatine,IL,60067,,Cook County,(847)755-8090,,,,,,,,Dr.,Guru,,Shankar,,,(847)755-8090,(847)843-7393,,861 North Coolidge Avenue,,Palatine,IL,60067,,42.1261,-88.0678,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Richard H. Wagner, M.D.",,101 Lions Drive,Suite 119,Barrington,IL,60010,,Lake County,(847)842-0771,,,,,,,,Dr.,Richard,H.,Wagner,M.D.,,(847)842-0771,(847)842-0773,,101 Lions Drive,Suite 119,Barrington,IL,60010,,42.1604,-88.137,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DUI Metropolitan Services Inc,,6048 West Irving Park Road,,Chicago,IL,60634,2610,Cook,773-993-0031,,,,,,,http://www.duimetropolitanservices.com,,George,,Torres,,Owner,773-481-9750,,,6254 West Addison Street,,Chicago,IL,60634,,41.953296,-87.778666,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,1,,,1,,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,1,,,,1,,,1,1,1,1,,,,
Association House of Chicago,,1116 North Kedzie Avenue,,Chicago,IL,60651,,Cook,773-772-8009-6902,Intake,773-772-8009-6004,,,,,http://www.associationhouse.org,,Emily,,Marion,,,,,,1116 North Kedzie Avenue,,Chicago,IL,60651,,41.901868,-87.706779,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,1,,,,,,1,,,,1,1,,,,,,,1,1,1,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,,1,1,,1,1,,,1,,1,,1,1,1,,,1,
"Dr. Hisham S. Sadek, M.D.",,2004 North Pulaski,,Chicago,IL,60639,,Cook County,(773)772-8876,,,,,,,,Dr.,Hisham,S.,Sadek,M.D.,,(773)772-8876,(708)444-1124,,2004 North Pulaski,,Chicago,IL,60639,,41.9174,-87.7268,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
" Nancy  Abdel- Wahab, M.D.",,903 South Asland Avenue,Apt 918B,Chicago,IL,60607,,Cook County,(312)543-2340,,,,,,,,,Nancy,,Abdel- Wahab,M.D.,,(312)543-2340,(312)355-1095,,903 South Asland Avenue,Apt 918B,Chicago,IL,60607,,41.8702,-87.666,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Sylvia Adenike Shokunbi, M.D.",,4430 S. University Avenue,Unit 1,Chicago,IL,60653,,Cook County,(404)663-4952,,,,,,,,Dr.,Sylvia,Adenike,Shokunbi,M.D.,,(404)663-4952,(773)376-8840,,4430 S. University Avenue,Unit 1,Chicago,IL,60653,,41.8141,-87.5984,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Gopika  Chandra, M.D.",,1071 West 15th Street Unit 313,,Chicago,IL,60608,,Cook County,(773)549-7757,,,,,,,,Dr.,Gopika,,Chandra,M.D.,,(773)549-7757,,,1071 West 15th Street Unit 313,,Chicago,IL,60608,,41.8614,-87.6538,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
" Jenelyn Ching Lim, M.D.",,1717 W. Congress Parkway,Kellogg Building Suite 1125,Chicago,IL,60612,,,3125633700,,,,,,,,,Jenelyn,Ching,Lim,M.D.,,3125633700,3125633701,,1717 W. Congress Parkway,Kellogg Building Suite 1125,Chicago,IL,60612,,41.875,-87.6705,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
